title,rent_type,district,sub_district,community,area,orientation,bedrooms,living_rooms,bathrooms,tags,platform,price
整租·东亚尚品台湖 2房间 跃层 东,整租,通州,通州其它,东亚尚品台湖,39.15,39.15㎡,,,,官方核验|精装|集中供暖|随时看房,链家,1850
整租·阳光花园 2室1厅 南/北,整租,丰台,角门,阳光花园,89.01,89.01㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,7000
整租·十里春风 3室1厅 南/北,整租,通州,通州其它,十里春风,89.47,89.47㎡,3.0,1.0,1.0,官方核验|新上|集中供暖|随时看房,链家,1900
整租·蓝堡国际公寓 3室1厅 南,整租,朝阳,CBD,蓝堡国际公寓,163.38,163.38㎡,3.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,19500
整租·合景领峰10号院 1房间 东/北,整租,房山,长阳,合景领峰10号院,97.78,97.78㎡,,,,官方核验|集中供暖,链家,3000
整租·华严北里4号院 2室1厅 南,整租,朝阳,健翔桥,华严北里4号院,61.39,61.39㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,7460
整租·田家园小区 2室1厅 南/北,整租,房山,窦店,田家园小区,73.02,73.02㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,1600
整租·万柳书院 3室2厅 南/北,整租,海淀,万柳,万柳书院,213.7,213.70㎡,3.0,2.0,3.0,官方核验|近地铁|精装|集中供暖,链家,75000
整租·通惠家园 2室1厅 南,整租,朝阳,四惠,通惠家园,130.0,130.00㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,8800
整租·景欣园 4室2厅 东南,整租,通州,果园,景欣园,193.0,193.00㎡,4.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,8500
整租·太平桥东里 2室1厅 南,整租,丰台,太平桥,太平桥东里,58.4,58.40㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6590
整租·世贸国际公寓 1室1厅 北,整租,朝阳,东大桥,世贸国际公寓,75.0,75.00㎡,1.0,1.0,1.0,官方核验|精装|集中供暖,链家,10700
整租·首邑上城 3房间 西南,整租,大兴,枣园,首邑上城,97.0,97.00㎡,,,,官方核验|近地铁|集中供暖|随时看房,链家,5000
整租·时尚街区西区 3室1厅 南/北,整租,通州,梨园,时尚街区西区,93.3,93.30㎡,3.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,5300
整租·新华联丽景 4室2厅 南/北,整租,朝阳,十里堡,新华联丽景,171.14,171.14㎡,4.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,17000
整租·安贞里 2室1厅 西北,整租,朝阳,安贞,安贞里,57.43,57.43㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,6350
整租·昌盛园一区 2室1厅 南,整租,昌平,东关,昌盛园一区,98.09,98.09㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4103
整租·首地浣溪谷 3室1厅 南/北,整租,大兴,南中轴机场商务区,首地浣溪谷,93.73,93.73㎡,3.0,1.0,1.0,官方核验|随时看房,链家,1700
整租·恒大幸福家园7号院 2室1厅 南,整租,昌平,沙河,恒大幸福家园7号院,89.57,89.57㎡,2.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一,自如,5290
整租·旭辉E天地 2房间 北,整租,房山,良乡,旭辉E天地,35.0,35.00㎡,,,,官方核验|近地铁|精装|集中供暖|随时看房,链家,2200
整租·星瑞家园 2室1厅 南/北,整租,大兴,黄村中,星瑞家园,102.87,102.87㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,4600
整租·北京壹号院 5房间 南/北,整租,朝阳,农展馆,北京壹号院,287.01,287.01㎡,,,,官方核验|精装|集中供暖,链家,126000
整租·香悦四季西区 4室2厅 南/北,整租,顺义,马坡,香悦四季西区,140.01,140.01㎡,4.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,4800
整租·北京天誉 3室1厅 南/北,整租,丰台,十里河,北京天誉,150.0,150.00㎡,3.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,25500
整租·车道沟南里小区 2室1厅 东,整租,海淀,紫竹桥,车道沟南里小区,49.8,海淀-紫竹桥-车道沟南里小区,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一,自如,7160
整租·后半壁街8号 3室0厅 南/北,整租,西城,官园,后半壁街8号,48.8,48.80㎡,3.0,0.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,7200
整租·八龙桥雅苑 3室2厅 南/北,整租,怀柔,怀柔,八龙桥雅苑,231.28,231.28㎡,3.0,2.0,2.0,官方核验|双卫生间,链家,6500
整租·香江别墅二期 5室2厅 南/北,整租,昌平,昌平其它,香江别墅二期,300.0,300.00㎡,5.0,2.0,4.0,官方核验,链家,17730
整租·阳光上东 3室2厅 南/北,整租,朝阳,酒仙桥,阳光上东,270.16,270.16㎡,3.0,2.0,3.0,官方核验|近地铁|精装|集中供暖,链家,45000
整租·芳林苑 3室1厅 南/西,整租,朝阳,方庄,芳林苑,122.15,122.15㎡,3.0,1.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,15000
整租·融科千章墅 5室3厅 复式 南/北,整租,通州,通州其它,融科千章墅,251.47,251.47㎡,5.0,3.0,4.0,官方核验|精装|随时看房,链家,22200
整租·东方太阳城 3室2厅 南/北,整租,顺义,顺义其它,东方太阳城,152.84,152.84㎡,3.0,2.0,2.0,官方核验|集中供暖|双卫生间|随时看房,链家,4900
整租·摩码大厦 1室0厅 南,整租,朝阳,团结湖,摩码大厦,33.0,33.00㎡,1.0,0.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,5200
整租·宇丰苑 3室2厅 南/北,整租,大兴,观音寺,宇丰苑,123.23,123.23㎡,3.0,2.0,1.0,官方核验|精装|集中供暖|随时看房,链家,3700
整租·中堂 2室1厅 南,整租,丰台,岳各庄,中堂,106.62,丰台-岳各庄-中堂,2.0,1.0,1.0,公寓|月租|精装|押一付一|随时看房,自如,7390
整租·华贸公寓 4室2厅 南/北,整租,朝阳,CBD,华贸公寓,218.79,218.79㎡,4.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,35000
整租·华贸公寓 2室2厅 东南,整租,朝阳,CBD,华贸公寓,40.0,40.00㎡,2.0,2.0,1.0,官方核验|近地铁|精装|集中供暖,链家,18000
整租·阜成门外大街 2室1厅 南,整租,西城,月坛,阜成门外大街,57.2,57.20㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,8860
整租·住邦2000 4室1厅 南,整租,朝阳,四惠,住邦2000,127.22,127.22㎡,4.0,1.0,1.0,官方核验|近地铁|集中供暖,链家,11000
整租·南太平庄北巷 2室1厅 南,整租,朝阳,朝青,南太平庄北巷,58.12,58.12㎡,2.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,4990
整租·永安家园 2室1厅 南/北,整租,房山,城关,永安家园,86.94,86.94㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,1900
整租·融域嘉园 3室2厅 南/北,整租,朝阳,奥林匹克公园,融域嘉园,157.0,157.00㎡,3.0,2.0,2.0,官方核验|精装|双卫生间,链家,13900
整租·天恒乐DO 2房间 南,整租,房山,阎村,天恒乐DO,59.02,59.02㎡,,,,官方核验|近地铁|精装|集中供暖|随时看房,链家,2000
整租·邑上公馆 3室1厅 南/北,整租,房山,长阳,邑上公馆,107.0,107.00㎡,3.0,1.0,1.0,官方核验|近地铁|精装|随时看房,链家,3750
整租·金通阳光苑北区 1室1厅 南,整租,丰台,青塔,金通阳光苑北区,48.0,48.00㎡,1.0,1.0,1.0,官方核验|集中供暖,链家,3900
整租·丰台路口东里 3室1厅 南/北,整租,丰台,七里庄,丰台路口东里,80.37,80.37㎡,3.0,1.0,1.0,官方核验|精装|集中供暖,链家,5500
整租·青春无限 1室1厅 南,整租,西城,牛街,青春无限,67.49,67.49㎡,1.0,1.0,1.0,公寓|月租|近地铁|精装|集中供暖|押一付一|随时看房,自如,6390
整租·十里春风 2室1厅 南/北,整租,通州,通州其它,十里春风,75.68,75.68㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,1000
整租·雅成一里 2室1厅 南/北,整租,朝阳,朝青,雅成一里,59.21,59.21㎡,2.0,1.0,1.0,官方核验|近地铁|随时看房,链家,6000
整租·旭辉城 2室1厅 南,整租,房山,房山其它,旭辉城,76.92,76.92㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,1150
整租·延静里中街3号院 1室1厅 南,整租,朝阳,红庙,延静里中街3号院,67.0,朝阳-红庙-延静里中街3号院,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一,自如,5760
整租·红莲北里17号院 2室1厅 东,整租,西城,马连道,红莲北里17号院,89.94,西城-马连道-红莲北里17号院,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,8235
整租·三羊里 2室1厅 南/北,整租,北京经济技术开发区,亦庄,三羊里,78.0,78.00㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,4300
整租·龙兴园中区 2室1厅 南,整租,昌平,回龙观,龙兴园中区,85.83,昌平-回龙观-龙兴园中区,2.0,1.0,1.0,公寓|精装|押一付一,自如,6230
整租·南湖东园一区 2室1厅 南,整租,朝阳,望京,南湖东园一区,69.0,朝阳-望京-南湖东园一区,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6460
整租·旭辉奥都 3房间 南,整租,朝阳,北苑,旭辉奥都,109.0,109.00㎡,,,,官方核验|近地铁|精装|集中供暖,链家,7400
整租·交大嘉园 2室1厅 北,整租,海淀,西直门,交大嘉园,60.75,60.75㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,7560
整租·永泰西里 1室1厅 西,整租,海淀,清河,永泰西里,44.08,44.08㎡,1.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,4500
整租·左右坊 2室1厅 东,整租,丰台,马家堡,左右坊,62.0,62.00㎡,2.0,1.0,1.0,公寓|近地铁|精装|押一付一|随时看房,自如,5690
整租·花园路5号院 2室1厅 南,整租,海淀,北太平庄,花园路5号院,55.7,55.70㎡,2.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,6773
整租·阜成路甲3号 2室1厅 南,整租,海淀,甘家口,阜成路甲3号,60.65,60.65㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,7660
整租·仓上小区 3室1厅 东/西,整租,顺义,顺义城,仓上小区,108.35,108.35㎡,3.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,2900
整租·风荷曲苑 1室1厅 东,整租,丰台,六里桥,风荷曲苑,46.14,46.14㎡,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6190
整租·领秀翡翠山B区 7室3厅 跃层 南/北,整租,丰台,丰台其它,领秀翡翠山B区,219.99,219.99㎡,7.0,3.0,4.0,官方核验|精装|随时看房,链家,18000
整租·远洋山水 1室1厅 东,整租,石景山,鲁谷,远洋山水,54.44,54.44㎡,1.0,1.0,1.0,官方核验|精装|集中供暖,链家,4600
整租·中建国际城 2室1厅 南/北,整租,顺义,顺义城,中建国际城,75.64,75.64㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,3900
整租·同福夹道 2室1厅 南,整租,东城,灯市口,同福夹道,65.37,65.37㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,8500
整租·主语家园 6室2厅 南/北,整租,海淀,紫竹桥,主语家园,517.0,517.00㎡,6.0,2.0,4.0,官方核验|精装|集中供暖,链家,150000
整租·千鹤家园 2室1厅 南,整租,朝阳,惠新西街,千鹤家园,106.12,106.12㎡,2.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,10390
整租·青春路九院 3室1厅 南/北,整租,怀柔,怀柔,青春路九院,71.73,71.73㎡,3.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,2500
整租·波普公社 3房间 东南,整租,大兴,枣园,波普公社,90.0,90.00㎡,,,,官方核验|近地铁|精装|集中供暖,链家,4500
整租·白米仓胡同 1室1厅 南,整租,东城,交道口,白米仓胡同,17.6,17.60㎡,1.0,1.0,1.0,官方核验|近地铁|精装|随时看房,链家,4800
整租·建国街二里 3室1厅 南/北,整租,丰台,看丹桥,建国街二里,78.72,78.72㎡,3.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,6300
整租·西山壹号院南区 4室2厅 南/北,整租,海淀,西北旺,西山壹号院南区,350.05,350.05㎡,4.0,2.0,4.0,官方核验|精装|集中供暖,链家,52000
整租·古城北路 1室1厅 南/北,整租,石景山,古城,古城北路,40.0,40.00㎡,1.0,1.0,1.0,官方核验|集中供暖,链家,3500
整租·拱辰大街6、8、10号楼 2室1厅 南/北,整租,房山,良乡,拱辰大街6、8、10号楼,78.0,78.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,2900
整租·惠新里小区 2室1厅 南,整租,朝阳,惠新西街,惠新里小区,56.47,56.47㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,7290
整租·旭辉城 3室2厅 南/北,整租,房山,房山其它,旭辉城,116.0,116.00㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,3600
整租·永泰东里 2室1厅 南,整租,海淀,清河,永泰东里,59.08,59.08㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6689
整租·双惠苑1号院 2室1厅 东,整租,朝阳,双桥,双惠苑1号院,59.0,59.00㎡,2.0,1.0,1.0,公寓|精装|押一付一|随时看房,自如,4460
整租·农丰里 3室1厅 南/北,整租,朝阳,东大桥,农丰里,79.61,79.61㎡,3.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,8000
整租·前门前 3房间 南,整租,东城,天坛,前门前,98.38,98.38㎡,,,,官方核验|近地铁|精装|集中供暖|随时看房,链家,9000
整租·颐源居小区 4室2厅 南/北,整租,海淀,公主坟,颐源居小区,164.0,164.00㎡,4.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,19000
整租·东兴一区 3室2厅 南/北,整租,顺义,顺义城,东兴一区,113.63,113.63㎡,3.0,2.0,1.0,官方核验|近地铁|集中供暖,链家,2800
整租·农光南里 1室1厅 南,整租,朝阳,劲松,农光南里,62.36,朝阳-劲松-农光南里,1.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,5215
整租·中昂时代广场 2房间 东,整租,门头沟,大峪,中昂时代广场,31.0,31.00㎡,,,,官方核验|集中供暖|随时看房,链家,2400
整租·滨河小区 2室1厅 南/北,整租,顺义,顺义城,滨河小区,51.6,51.60㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,2600
整租·宣武门西大街南区 2室1厅 南,整租,西城,长椿街,宣武门西大街南区,55.85,55.85㎡,2.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,7360
整租·鲁能7号院颐景润园 3室2厅 南/北,整租,顺义,马坡,鲁能7号院颐景润园,139.59,139.59㎡,3.0,2.0,2.0,官方核验|精装|双卫生间,链家,8000
整租·红石座 1房间 复式 东,整租,昌平,东关,红石座,56.04,56.04㎡,,,,官方核验|近地铁|集中供暖|随时看房,链家,3000
整租·富源里 3室1厅 南,整租,北京经济技术开发区,亦庄,富源里,96.0,96.00㎡,3.0,1.0,1.0,官方核验|近地铁|集中供暖,链家,5800
整租·景龙国际 2室1厅 南/西/北,整租,朝阳,奥林匹克公园,景龙国际,115.14,115.14㎡,2.0,1.0,1.0,官方核验|近地铁|精装,链家,10000
整租·长龙苑小区 3室1厅 南/北,整租,房山,长阳,长龙苑小区,101.0,101.00㎡,3.0,1.0,1.0,官方核验|集中供暖,链家,3500
整租·佳和宜园 4室1厅 南/北,整租,顺义,马坡,佳和宜园,91.7,91.70㎡,4.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,3000
整租·莫奈花园 5室2厅 南/北,整租,顺义,后沙峪,莫奈花园,239.0,239.00㎡,5.0,2.0,3.0,官方核验,链家,13500
整租·新龙大厦 1房间 西,整租,昌平,西三旗,新龙大厦,44.3,44.30㎡,,,,官方核验|精装|集中供暖,链家,4800
整租·小中富乐二区 3室1厅 南/北,整租,怀柔,怀柔,小中富乐二区,84.74,84.74㎡,3.0,1.0,1.0,官方核验|集中供暖,链家,2000
整租·首创远洋·禧瑞春秋 4室2厅 南/北,整租,朝阳,中央别墅区,首创远洋·禧瑞春秋,262.0,262.00㎡,4.0,2.0,3.0,官方核验|近地铁|集中供暖|随时看房,链家,9800
整租·双榆树东里 2室1厅 南,整租,海淀,双榆树,双榆树东里,57.3,57.30㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,8600
整租·今日家园 1室1厅 北,整租,海淀,五棵松,今日家园,75.76,75.76㎡,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,7230
整租·惠新北里 2室1厅 南,整租,朝阳,惠新西街,惠新北里,92.0,92.00㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,10500
整租·久居雅园 2室1厅 南/北,整租,通州,临河里,久居雅园,106.0,106.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,3800
整租·金禧璞瑅 5室3厅 南/北,整租,顺义,顺义其它,金禧璞瑅,440.0,440.00㎡,5.0,3.0,2.0,官方核验|双卫生间,链家,17500
整租·古城路小区 2室1厅 南,整租,石景山,古城,古城路小区,47.19,47.19㎡,2.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,4390
整租·丽水湾畔家园 2室1厅 西,整租,东城,广渠门,丽水湾畔家园,130.0,130.00㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,12000
整租·蓝岸丽舍一期 5室5厅 东/南/西/北,整租,顺义,顺义其它,蓝岸丽舍一期,498.0,498.00㎡,5.0,5.0,5.0,官方核验|精装,链家,16800
整租·首开玲珑汇 4房间 南,整租,丰台,青塔,首开玲珑汇,51.0,51.00㎡,,,,官方核验|精装|集中供暖|随时看房,链家,5500
整租·西钓鱼台嘉园 5室2厅 南/北,整租,海淀,定慧寺,西钓鱼台嘉园,355.6,355.60㎡,5.0,2.0,3.0,官方核验|精装|集中供暖|随时看房,链家,75000
整租·万达大湖公馆 3室2厅 南/北,整租,朝阳,奥林匹克公园,万达大湖公馆,296.18,296.18㎡,3.0,2.0,3.0,官方核验|精装,链家,28700
整租·北苑家园茉藜园 2室1厅 西,整租,朝阳,北苑,北苑家园茉藜园,102.61,102.61㎡,2.0,1.0,2.0,公寓|精装|集中供暖|押一付一|双卫生间|随时看房,自如,7590
整租·大成时代中心 4室2厅 东,整租,丰台,岳各庄,大成时代中心,174.59,174.59㎡,4.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,12000
整租·东亚三环 1室1厅 西,整租,丰台,马家堡,东亚三环,33.88,丰台-马家堡-东亚三环,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4390
整租·大成时代公馆 2房间 西,整租,丰台,岳各庄,大成时代公馆,73.57,73.57㎡,,,,官方核验|精装|集中供暖,链家,6100
整租·芳城园一区 2室1厅 西南,整租,丰台,方庄,芳城园一区,63.68,丰台-方庄-芳城园一区,2.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,6589
整租·香江花园 7室2厅 复式 东/南/西/北,整租,朝阳,中央别墅区,香江花园,535.0,535.00㎡,7.0,2.0,7.0,官方核验|精装|随时看房,链家,64700
整租·10AM新坐标 1室1厅 南,整租,朝阳,方庄,10AM新坐标,56.54,朝阳-方庄-10AM新坐标,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5330
整租·松榆西里 2室1厅 南,整租,朝阳,潘家园,松榆西里,49.68,朝阳-潘家园-松榆西里,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4840
整租·远洋新天地 2室1厅 西北,整租,门头沟,上岸地铁,远洋新天地,55.0,55.00㎡,2.0,1.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,4300
整租·花家地西里二区 3室1厅 东/南/北,整租,朝阳,望京,花家地西里二区,106.23,106.23㎡,3.0,1.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,8200
整租·智地香蜜湾 3室2厅 南/北,整租,顺义,后沙峪,智地香蜜湾,224.0,224.00㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,18000
整租·远洋天著二期 6室2厅 南/北,整租,北京经济技术开发区,亦庄,远洋天著二期,391.87,391.87㎡,6.0,2.0,5.0,官方核验|精装,链家,50000
整租·澳景园 5室2厅 东/南/西/北,整租,顺义,中央别墅区,澳景园,485.0,485.00㎡,5.0,2.0,5.0,官方核验|精装,链家,39200
整租·熙兆大厦 2房间 西,整租,大兴,天宫院,熙兆大厦,46.0,46.00㎡,,,,官方核验|近地铁|集中供暖,链家,2400
整租·东洲家园 2室1厅 南,整租,朝阳,望京,东洲家园,89.31,朝阳-望京-东洲家园,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,6260
整租·中国铁建原香漫谷四区 3室1厅 南/北,整租,房山,城关,中国铁建原香漫谷四区,89.29,89.29㎡,3.0,1.0,1.0,官方核验|集中供暖,链家,2500
整租·劲松六区 2室1厅 东,整租,朝阳,潘家园,劲松六区,53.09,53.09㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5760
整租·新华联家园北区 1室1厅 西北,整租,通州,果园,新华联家园北区,70.09,70.09㎡,1.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,4000
整租·静安东里 2室1厅 南/北,整租,朝阳,国展,静安东里,65.0,65.00㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,6500
整租·御路园 3室2厅 南/北,整租,昌平,西关环岛,御路园,130.36,130.36㎡,3.0,2.0,1.0,官方核验|集中供暖,链家,4300
整租·江南山水 4室2厅 南/北,整租,朝阳,小红门,江南山水,292.0,292.00㎡,4.0,2.0,2.0,官方核验|集中供暖|双卫生间,链家,12000
整租·新文化街 2室1厅 南/北,整租,西城,金融街,新文化街,57.7,57.70㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,9300
整租·亲爱的villa 3室2厅 复式 南/北,整租,北京经济技术开发区,亦庄,亲爱的villa,329.65,329.65㎡,3.0,2.0,3.0,官方核验|近地铁|精装,链家,35000
整租·七贤村 2室1厅 南,整租,海淀,紫竹桥,七贤村,56.4,56.40㎡,2.0,1.0,1.0,公寓|月租|近地铁|精装|集中供暖|押一付一|随时看房,自如,7090
整租·正东国际大厦 1室1厅 东,整租,东城,东直门,正东国际大厦,150.0,150.00㎡,1.0,1.0,0.0,官方核验|近地铁|精装|集中供暖,链家,13500
整租·芍药居北里 1室1厅 南,整租,朝阳,芍药居,芍药居北里,64.31,64.31㎡,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5990
整租·北潞芳家园 1室1厅 南/北,整租,房山,良乡,北潞芳家园,55.0,55.00㎡,1.0,1.0,1.0,官方核验|精装|随时看房,链家,2120
整租·裕龙四区 2室1厅 南/北,整租,顺义,顺义城,裕龙四区,72.0,72.00㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,2800
整租·永泰西里 1室1厅 东,整租,海淀,清河,永泰西里,44.08,44.08㎡,1.0,1.0,1.0,公寓|月租|近地铁|精装|集中供暖|押一付一|随时看房,自如,5830
整租·福苑小区 2室1厅 南,整租,大兴,高米店,福苑小区,76.93,76.93㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4060
整租·格林云墅 4室2厅 复式 南/北,整租,大兴,南中轴机场商务区,格林云墅,231.67,231.67㎡,4.0,2.0,3.0,官方核验|集中供暖,链家,6800
整租·国仕汇 2室1厅 西,整租,昌平,回龙观,国仕汇,80.82,昌平-回龙观-国仕汇,2.0,1.0,1.0,公寓|月租|精装|押一付一|随时看房,自如,6130
整租·世界名园北区 3室2厅 南/北,整租,房山,窦店,世界名园北区,138.4,138.40㎡,3.0,2.0,2.0,官方核验|双卫生间,链家,2100
整租·北花园小区3号院 2室1厅 南/北,整租,朝阳,双桥,北花园小区3号院,100.77,100.77㎡,2.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,7500
整租·丽泽景园 2房间 南,整租,丰台,丽泽,丽泽景园,130.0,130.00㎡,,,,官方核验|近地铁|随时看房,链家,13650
整租·踩河路7号院 2室1厅 南/北,整租,昌平,昌平其它,踩河路7号院,85.0,85.00㎡,2.0,1.0,1.0,官方核验,链家,3900
整租·方舟苑一期 2室1厅 西,整租,朝阳,望京,方舟苑一期,81.0,81.00㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,5800
整租·玉海园一里 2室1厅 南,整租,海淀,玉泉路,玉海园一里,60.32,海淀-玉泉路-玉海园一里,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一,自如,6930
整租·晶都国际 1室1厅 北,整租,朝阳,酒仙桥,晶都国际,48.73,朝阳-酒仙桥-晶都国际,1.0,1.0,1.0,公寓|近地铁|精装|押一付一|随时看房,自如,5430
整租·天籁轩 1室1厅 南,整租,朝阳,双桥,天籁轩,71.0,71.00㎡,1.0,1.0,0.0,官方核验|精装|集中供暖|随时看房,链家,3700
整租·天朗园 4室2厅 东/南,整租,朝阳,奥林匹克公园,天朗园,235.07,235.07㎡,4.0,2.0,2.0,官方核验|近地铁|精装|双卫生间|随时看房,链家,16000
整租·幸福二村 1室1厅 南,整租,朝阳,工体,幸福二村,31.54,31.54㎡,1.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,4000
整租·保利茉莉公馆 2室2厅 南/北,整租,大兴,高米店,保利茉莉公馆,90.64,90.64㎡,2.0,2.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,5400
整租·南苑村南区 1室1厅 南,整租,丰台,新宫,南苑村南区,55.88,丰台-新宫-南苑村南区,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一,自如,4460
整租·芍药居北里 2室1厅 南,整租,朝阳,芍药居,芍药居北里,75.24,75.24㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一,自如,8490
整租·金隅澜湾 2室1厅 东/西,整租,昌平,东关,金隅澜湾,117.44,117.44㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,18888
整租·光华里社区 1室1厅 南,整租,朝阳,CBD,光华里社区,45.0,45.00㎡,1.0,1.0,1.0,官方核验|精装|集中供暖,链家,6800
整租·阜成门南大街 1室1厅 北,整租,西城,月坛,阜成门南大街,38.3,38.30㎡,1.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一,自如,7360
整租·翠微中里 2室1厅 南,整租,海淀,公主坟,翠微中里,64.4,64.40㎡,2.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,6530
整租·东山墅 4室2厅 复式 东/南/西/北,整租,朝阳,朝阳公园,东山墅,395.25,395.25㎡,4.0,2.0,5.0,官方核验|精装|随时看房,链家,100000
整租·交科院 2室1厅 南,整租,海淀,小西天,交科院,63.1,63.10㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,6800
整租·金鑫苑 3室2厅 南/北,整租,房山,窦店,金鑫苑,130.13,130.13㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,2000
整租·原生墅 4室1厅 南/北,整租,大兴,高米店,原生墅,210.0,210.00㎡,4.0,1.0,1.0,官方核验|近地铁|精装|随时看房,链家,9800
