city,title,price,price_per_sqm,area,bedrooms,living_rooms,bathrooms,floor,total_floors,orientation,district,subway,agency,url,scrape_time,layout_type,orientation_clean,price_category,area_category,floor_category
深圳,优质1居室,12382,63.58300870572596,98.50529002073715,4,2,1,20,30,东北,海淀区,True,个人,https://example.com/listing/233,2025-12-11 20:56:45,四居及以上,东北,中高价,较大,中楼层
北京,优质3居室,6437,237.16130853155,52.232442645998844,3,2,1,18,10,西,海淀区,False,我爱我家,https://example.com/listing/234,2025-12-11 20:56:45,3居,西,低价,小户型,高楼层
上海,优质1居室,7435,129.39669881527917,63.437167573804366,3,2,1,25,21,南北,浦东新区,True,麦田房产,https://example.com/listing/235,2025-12-11 20:56:45,3居,南北,中低价,中等,高楼层
北京,优质3居室,6107,50.03367325112133,56.24517603882999,4,1,1,2,29,东南,武侯区,True,麦田房产,https://example.com/listing/236,2025-12-11 20:56:45,四居及以上,东南,低价,小户型,低楼层
深圳,优质2居室,2560,177.78228480930744,51.94053358425805,3,2,1,25,9,西北,朝阳区,True,中原地产,https://example.com/listing/237,2025-12-11 20:56:45,3居,西北,低价,小户型,高楼层
成都,优质3居室,14329,61.712977131900786,129.08531418728003,2,1,1,26,33,西南,海淀区,False,中原地产,https://example.com/listing/238,2025-12-11 20:56:45,2居,西南,中高价,大户型,高楼层
成都,优质2居室,3826,119.04238945522486,64.28490811930683,3,1,1,6,32,西北,朝阳区,False,麦田房产,https://example.com/listing/239,2025-12-11 20:56:45,3居,西北,低价,中等,低楼层
广州,优质1居室,13421,226.74412186392905,141.25485382373392,2,2,2,9,34,西,南山区,True,麦田房产,https://example.com/listing/240,2025-12-11 20:56:45,2居,西,中高价,大户型,低楼层
北京,优质1居室,14265,65.67240540546646,146.3911830414229,4,2,1,25,11,西,南山区,True,链家,https://example.com/listing/241,2025-12-11 20:56:45,四居及以上,西,中高价,大户型,高楼层
北京,优质1居室,9629,259.8346230890006,98.55125639245168,4,2,2,3,13,东南,武侯区,True,链家,https://example.com/listing/242,2025-12-11 20:56:45,四居及以上,东南,中低价,较大,低楼层
广州,优质3居室,10325,50.954980664645774,47.16013471988717,3,2,2,1,29,西,海淀区,True,个人,https://example.com/listing/243,2025-12-11 20:56:45,3居,西,中低价,小户型,低楼层
广州,优质2居室,9693,111.70596730047556,74.94578920554974,2,2,1,1,5,西北,浦东新区,True,中原地产,https://example.com/listing/244,2025-12-11 20:56:45,2居,西北,中低价,中等,低楼层
广州,优质1居室,10264,235.22601403801787,125.72787160178568,3,2,1,19,5,西北,海淀区,False,中原地产,https://example.com/listing/245,2025-12-11 20:56:45,3居,西北,中低价,大户型,高楼层
深圳,优质1居室,14686,129.0675374323267,74.08688744364846,1,2,2,5,23,南,朝阳区,True,麦田房产,https://example.com/listing/246,2025-12-11 20:56:45,1居,南,中高价,中等,低楼层
北京,优质2居室,15716,75.47309701650337,40.44206619633465,1,1,2,13,10,北,天府新区,False,麦田房产,https://example.com/listing/247,2025-12-11 20:56:45,1居,北,高价,小户型,高楼层
深圳,优质1居室,8721,140.05847970010697,96.81418931138255,1,2,2,19,22,东,南山区,True,个人,https://example.com/listing/248,2025-12-11 20:56:45,1居,东,中低价,较大,高楼层
广州,优质2居室,9373,117.59832159613138,131.41450217952416,1,2,2,12,14,北,朝阳区,False,中原地产,https://example.com/listing/249,2025-12-11 20:56:45,1居,北,中低价,大户型,高楼层
北京,优质2居室,7907,260.67797554013873,125.51116645722028,3,1,1,16,32,北,武侯区,False,链家,https://example.com/listing/250,2025-12-11 20:56:45,3居,北,中低价,大户型,中楼层
深圳,优质2居室,18127,128.33697939628578,51.01477681564239,1,2,1,25,15,南北,南山区,True,我爱我家,https://example.com/listing/251,2025-12-11 20:56:45,1居,南北,高价,小户型,高楼层
深圳,优质2居室,7656,247.2331179440018,110.731753729496,2,2,1,25,5,西,浦东新区,True,个人,https://example.com/listing/252,2025-12-11 20:56:45,2居,西,中低价,较大,高楼层
广州,优质2居室,10984,272.9680362026837,56.46051161227766,4,1,2,19,5,南,南山区,True,我爱我家,https://example.com/listing/253,2025-12-11 20:56:45,四居及以上,南,中低价,小户型,高楼层
北京,优质3居室,10286,158.4543548941324,56.18490414626066,4,2,1,3,17,南北,天府新区,True,链家,https://example.com/listing/254,2025-12-11 20:56:45,四居及以上,南北,中低价,小户型,低楼层
广州,优质1居室,7901,277.485785963598,134.88861279662223,1,2,2,12,9,南北,海淀区,True,链家,https://example.com/listing/255,2025-12-11 20:56:45,1居,南北,中低价,大户型,高楼层
北京,优质3居室,6917,144.3295134907982,59.96027432882762,1,2,1,5,24,东,天府新区,True,我爱我家,https://example.com/listing/256,2025-12-11 20:56:45,1居,东,中低价,中等,低楼层
成都,优质1居室,10429,291.0196041225271,61.58968158216134,1,2,2,2,5,西南,天府新区,True,个人,https://example.com/listing/257,2025-12-11 20:56:45,1居,西南,中低价,中等,中楼层
上海,优质3居室,16716,72.32238113139323,30.078406891355947,3,2,1,22,24,西北,海淀区,False,我爱我家,https://example.com/listing/258,2025-12-11 20:56:45,3居,西北,高价,小户型,高楼层
上海,优质2居室,17795,221.7548166258107,134.48028409506213,4,2,1,7,7,西,南山区,True,个人,https://example.com/listing/259,2025-12-11 20:56:45,四居及以上,西,高价,大户型,高楼层
上海,优质1居室,13138,173.4535101142322,125.11137758509616,1,1,2,13,22,南北,武侯区,False,个人,https://example.com/listing/260,2025-12-11 20:56:45,1居,南北,中高价,大户型,中楼层
广州,优质1居室,4530,146.91220136391178,105.27947221088137,2,2,2,25,13,南,海淀区,True,麦田房产,https://example.com/listing/261,2025-12-11 20:56:45,2居,南,低价,较大,高楼层
成都,优质3居室,19432,208.17796968715024,120.03189167266108,1,2,2,15,18,西南,海淀区,False,中原地产,https://example.com/listing/262,2025-12-11 20:56:45,1居,西南,高价,大户型,高楼层
北京,优质3居室,7772,225.96427290858279,48.245828090939014,4,1,2,22,31,东,浦东新区,True,中原地产,https://example.com/listing/263,2025-12-11 20:56:45,四居及以上,东,中低价,小户型,高楼层
深圳,优质1居室,17476,51.09081741257727,84.99883135050905,1,1,2,3,21,东北,南山区,True,链家,https://example.com/listing/264,2025-12-11 20:56:45,1居,东北,高价,中等,低楼层
北京,优质3居室,17751,91.73827218679968,72.1463264818537,4,2,1,28,27,西,海淀区,False,麦田房产,https://example.com/listing/265,2025-12-11 20:56:45,四居及以上,西,高价,中等,高楼层
深圳,优质3居室,4964,228.26151265857968,41.25318315084198,1,1,2,21,18,东北,武侯区,True,中原地产,https://example.com/listing/266,2025-12-11 20:56:45,1居,东北,低价,小户型,高楼层
北京,优质3居室,9137,216.5963533945516,88.3356582257909,2,2,1,20,33,北,朝阳区,False,个人,https://example.com/listing/267,2025-12-11 20:56:45,2居,北,中低价,中等,中楼层
成都,优质2居室,19347,291.5118762821693,140.48875804111623,1,2,1,5,8,南北,南山区,True,个人,https://example.com/listing/268,2025-12-11 20:56:45,1居,南北,高价,大户型,中楼层
深圳,优质2居室,18920,240.25944756269575,34.80709428608334,2,1,1,24,9,东南,浦东新区,True,我爱我家,https://example.com/listing/269,2025-12-11 20:56:45,2居,东南,高价,小户型,高楼层
广州,优质3居室,15891,287.6931769328345,64.97530961925526,2,2,1,8,30,西,天府新区,True,我爱我家,https://example.com/listing/270,2025-12-11 20:56:45,2居,西,高价,中等,低楼层
北京,优质3居室,9340,225.63512538370173,54.90491234468442,1,2,1,22,25,西北,海淀区,False,个人,https://example.com/listing/271,2025-12-11 20:56:45,1居,西北,中低价,小户型,高楼层
北京,优质2居室,9967,124.51305215986079,58.57759843988356,2,1,2,1,21,西南,武侯区,True,个人,https://example.com/listing/272,2025-12-11 20:56:45,2居,西南,中低价,小户型,低楼层
深圳,优质2居室,14415,76.34123056271412,139.01214622552504,3,1,2,8,26,南,南山区,False,我爱我家,https://example.com/listing/273,2025-12-11 20:56:45,3居,南,中高价,大户型,中楼层
广州,优质1居室,13871,245.4559658362339,86.16828650811482,1,1,1,24,33,西,武侯区,False,中原地产,https://example.com/listing/274,2025-12-11 20:56:45,1居,西,中高价,中等,高楼层
广州,优质1居室,13916,211.037305368979,85.95592955277826,1,1,1,18,29,西北,武侯区,True,链家,https://example.com/listing/275,2025-12-11 20:56:45,1居,西北,中高价,中等,中楼层
成都,优质2居室,10734,62.04650309832406,121.26907709463387,2,2,2,20,6,东北,天府新区,True,我爱我家,https://example.com/listing/276,2025-12-11 20:56:45,2居,东北,中低价,大户型,高楼层
广州,优质3居室,2845,140.01261647524458,48.539064480591094,2,1,2,28,27,西南,浦东新区,False,中原地产,https://example.com/listing/277,2025-12-11 20:56:45,2居,西南,低价,小户型,高楼层
广州,优质3居室,4494,289.19995387107156,88.47184249200609,1,1,1,16,26,东,南山区,True,中原地产,https://example.com/listing/278,2025-12-11 20:56:45,1居,东,低价,中等,中楼层
广州,优质3居室,14677,175.10028642755032,81.59822569452717,3,1,2,18,9,南北,海淀区,True,中原地产,https://example.com/listing/279,2025-12-11 20:56:45,3居,南北,中高价,中等,高楼层
上海,优质3居室,14330,158.18228400492615,101.62928286559874,2,1,2,20,8,西,浦东新区,True,麦田房产,https://example.com/listing/280,2025-12-11 20:56:45,2居,西,中高价,较大,高楼层
成都,优质1居室,7179,164.42490128982348,149.94692439005263,2,1,2,12,8,东南,海淀区,True,麦田房产,https://example.com/listing/281,2025-12-11 20:56:45,2居,东南,中低价,大户型,高楼层
北京,优质2居室,8610,102.22068100129093,122.33386728984566,4,2,1,13,10,东北,朝阳区,True,中原地产,https://example.com/listing/282,2025-12-11 20:56:45,四居及以上,东北,中低价,大户型,高楼层
深圳,优质3居室,8430,142.1767927161988,77.74388436209126,3,1,2,13,24,东北,武侯区,True,个人,https://example.com/listing/283,2025-12-11 20:56:45,3居,东北,中低价,中等,中楼层
北京,优质1居室,9154,142.45331399679415,129.30636627288564,3,2,1,10,25,西,朝阳区,False,麦田房产,https://example.com/listing/284,2025-12-11 20:56:45,3居,西,中低价,大户型,中楼层
成都,优质3居室,15828,63.0887550468681,50.485003597497624,1,1,1,7,17,北,武侯区,True,我爱我家,https://example.com/listing/285,2025-12-11 20:56:45,1居,北,高价,小户型,中楼层
深圳,优质2居室,12145,241.89190712947956,33.655642357075216,3,1,1,25,26,东北,天府新区,True,麦田房产,https://example.com/listing/286,2025-12-11 20:56:45,3居,东北,中高价,小户型,高楼层
成都,优质1居室,8488,154.12610797596975,54.53380469571277,1,1,1,14,9,西北,浦东新区,False,个人,https://example.com/listing/287,2025-12-11 20:56:45,1居,西北,中低价,小户型,高楼层
广州,优质2居室,5850,255.54497170410582,70.84938673371116,4,1,1,24,27,南,海淀区,False,链家,https://example.com/listing/288,2025-12-11 20:56:45,四居及以上,南,低价,中等,高楼层
深圳,优质2居室,19073,262.58700027997384,91.26969089514719,3,1,2,16,29,南北,天府新区,False,麦田房产,https://example.com/listing/289,2025-12-11 20:56:45,3居,南北,高价,较大,中楼层
广州,优质1居室,15564,102.99851367466451,103.81549686494398,2,1,1,15,30,东北,海淀区,True,中原地产,https://example.com/listing/290,2025-12-11 20:56:45,2居,东北,高价,较大,中楼层
北京,优质1居室,7078,214.33837054253215,139.27268606573062,4,1,1,12,27,西北,浦东新区,False,中原地产,https://example.com/listing/291,2025-12-11 20:56:45,四居及以上,西北,中低价,大户型,中楼层
北京,优质1居室,14168,168.0704510407454,91.18248114605493,1,1,1,9,11,西南,南山区,True,中原地产,https://example.com/listing/292,2025-12-11 20:56:45,1居,西南,中高价,较大,高楼层
深圳,优质1居室,7448,270.03918448037126,90.15307735508753,4,2,2,8,24,西南,朝阳区,True,链家,https://example.com/listing/293,2025-12-11 20:56:45,四居及以上,西南,中低价,较大,中楼层
深圳,优质1居室,19563,103.93516979411353,36.02916117875785,1,1,2,18,5,南北,朝阳区,True,个人,https://example.com/listing/294,2025-12-11 20:56:45,1居,南北,高价,小户型,高楼层
成都,优质1居室,11074,219.45330007751105,34.189386318746855,4,2,2,23,18,北,海淀区,True,我爱我家,https://example.com/listing/295,2025-12-11 20:56:45,四居及以上,北,中低价,小户型,高楼层
成都,优质1居室,8406,201.93803056318063,96.13919542996464,1,1,2,18,28,东南,海淀区,False,个人,https://example.com/listing/296,2025-12-11 20:56:45,1居,东南,中低价,较大,中楼层
广州,优质3居室,10800,123.8253693929582,82.58143358980135,3,2,2,13,8,南北,海淀区,True,链家,https://example.com/listing/297,2025-12-11 20:56:45,3居,南北,中低价,中等,高楼层
深圳,优质2居室,16083,84.15022591279316,130.70164739763584,2,1,2,28,21,东,浦东新区,False,中原地产,https://example.com/listing/298,2025-12-11 20:56:45,2居,东,高价,大户型,高楼层
北京,优质1居室,3638,212.90994011931915,49.28155016542142,1,1,2,27,25,北,南山区,False,个人,https://example.com/listing/299,2025-12-11 20:56:45,1居,北,低价,小户型,高楼层
成都,优质3居室,12340,234.64936453308266,32.99659945404595,4,1,1,18,18,东北,朝阳区,True,我爱我家,https://example.com/listing/300,2025-12-11 20:56:45,四居及以上,东北,中高价,小户型,高楼层
成都,优质3居室,3382,128.90683594083748,83.88465215161511,1,2,1,15,20,南北,天府新区,True,中原地产,https://example.com/listing/301,2025-12-11 20:56:45,1居,南北,低价,中等,高楼层
北京,优质3居室,3403,211.20815100557846,58.497426810270895,1,2,2,4,18,西南,武侯区,True,我爱我家,https://example.com/listing/302,2025-12-11 20:56:45,1居,西南,低价,小户型,低楼层
成都,优质2居室,11011,148.78272690287582,35.953724800660495,1,2,1,17,20,西北,浦东新区,True,麦田房产,https://example.com/listing/303,2025-12-11 20:56:45,1居,西北,中低价,小户型,高楼层
广州,优质1居室,5292,228.30172082065442,116.95179442171548,4,2,1,5,28,南北,朝阳区,True,我爱我家,https://example.com/listing/304,2025-12-11 20:56:45,四居及以上,南北,低价,较大,低楼层
深圳,优质3居室,11011,99.80381872351327,43.391159994869696,2,1,2,22,24,北,南山区,False,中原地产,https://example.com/listing/305,2025-12-11 20:56:45,2居,北,中低价,小户型,高楼层
北京,优质2居室,2419,272.5537506590436,102.9983400009326,3,1,1,16,33,东,浦东新区,True,麦田房产,https://example.com/listing/306,2025-12-11 20:56:45,3居,东,低价,较大,中楼层
深圳,优质2居室,14411,121.85239911639493,63.7259700200267,2,1,1,9,32,西北,天府新区,True,中原地产,https://example.com/listing/307,2025-12-11 20:56:45,2居,西北,中高价,中等,低楼层
成都,优质2居室,6517,141.94649693903824,50.81952604260265,1,2,2,10,12,南,朝阳区,False,中原地产,https://example.com/listing/308,2025-12-11 20:56:45,1居,南,低价,小户型,高楼层
成都,优质3居室,17422,64.52298802008744,75.5701827503181,4,1,1,24,28,东,浦东新区,True,麦田房产,https://example.com/listing/309,2025-12-11 20:56:45,四居及以上,东,高价,中等,高楼层
北京,优质1居室,11700,77.87805308031909,126.17349314675444,2,2,2,18,7,东北,朝阳区,False,我爱我家,https://example.com/listing/310,2025-12-11 20:56:45,2居,东北,中高价,大户型,高楼层
广州,优质3居室,7693,178.96547567808204,77.05122922854872,1,2,2,17,29,南北,朝阳区,True,链家,https://example.com/listing/311,2025-12-11 20:56:45,1居,南北,中低价,中等,中楼层
上海,优质3居室,2767,116.89816918199287,120.09235790532668,3,2,1,18,23,南北,南山区,True,链家,https://example.com/listing/312,2025-12-11 20:56:45,3居,南北,低价,大户型,高楼层
北京,优质1居室,16818,258.8700564355486,45.05835561589808,3,2,1,7,5,西,武侯区,True,链家,https://example.com/listing/313,2025-12-11 20:56:45,3居,西,高价,小户型,高楼层
上海,优质1居室,3549,53.67334716373846,122.7325703598095,3,2,1,4,6,西南,南山区,True,链家,https://example.com/listing/314,2025-12-11 20:56:45,3居,西南,低价,大户型,中楼层
上海,优质1居室,11956,144.77351216798405,58.43199898879784,1,1,2,26,19,东北,朝阳区,True,个人,https://example.com/listing/315,2025-12-11 20:56:45,1居,东北,中高价,小户型,高楼层
广州,优质2居室,8140,134.33638669227315,111.28717558666473,4,2,2,5,26,南北,浦东新区,False,链家,https://example.com/listing/316,2025-12-11 20:56:45,四居及以上,南北,中低价,较大,低楼层
上海,优质1居室,12837,54.83190772940026,97.89378658091957,2,2,2,28,32,南,天府新区,True,麦田房产,https://example.com/listing/317,2025-12-11 20:56:45,2居,南,中高价,较大,高楼层
上海,优质3居室,5716,81.09209975012756,141.49736606540247,3,1,1,23,14,西北,南山区,False,链家,https://example.com/listing/318,2025-12-11 20:56:45,3居,西北,低价,大户型,高楼层
广州,优质1居室,6481,153.41066872965882,76.47870215703767,1,2,1,16,22,东北,武侯区,True,中原地产,https://example.com/listing/319,2025-12-11 20:56:45,1居,东北,低价,中等,高楼层
上海,优质3居室,8548,173.21614611186166,37.939822660132855,1,2,2,3,26,北,朝阳区,True,链家,https://example.com/listing/320,2025-12-11 20:56:45,1居,北,中低价,小户型,低楼层
上海,优质2居室,6837,151.07243681371727,32.29865826615035,2,1,1,26,18,南,天府新区,True,我爱我家,https://example.com/listing/321,2025-12-11 20:56:45,2居,南,中低价,小户型,高楼层
上海,优质3居室,9758,182.73441960302347,129.2230273167304,3,1,1,18,21,西北,南山区,False,麦田房产,https://example.com/listing/322,2025-12-11 20:56:45,3居,西北,中低价,大户型,高楼层
北京,优质3居室,12900,198.78291872642038,92.96827651937187,1,1,2,29,31,东南,南山区,True,麦田房产,https://example.com/listing/323,2025-12-11 20:56:45,1居,东南,中高价,较大,高楼层
北京,优质1居室,9993,52.480955281958906,123.02928622019391,2,2,2,23,17,西南,南山区,True,个人,https://example.com/listing/324,2025-12-11 20:56:45,2居,西南,中低价,大户型,高楼层
北京,优质1居室,7542,166.02378986337595,58.13107200138177,4,1,1,21,5,东北,南山区,False,中原地产,https://example.com/listing/325,2025-12-11 20:56:45,四居及以上,东北,中低价,小户型,高楼层
广州,优质3居室,16828,290.87481022189706,71.41004946158805,4,1,2,14,9,东,天府新区,True,麦田房产,https://example.com/listing/326,2025-12-11 20:56:45,四居及以上,东,高价,中等,高楼层
成都,优质1居室,18052,179.75807003238717,33.612464665358274,4,1,1,15,30,西北,浦东新区,False,我爱我家,https://example.com/listing/327,2025-12-11 20:56:45,四居及以上,西北,高价,小户型,中楼层
上海,优质2居室,4385,219.3855668647383,145.37907894889346,3,2,2,17,17,北,武侯区,True,链家,https://example.com/listing/328,2025-12-11 20:56:45,3居,北,低价,大户型,高楼层
上海,优质2居室,16308,127.9659644792208,110.14414880409761,2,1,2,1,31,南北,武侯区,False,麦田房产,https://example.com/listing/329,2025-12-11 20:56:45,2居,南北,高价,较大,低楼层
广州,优质1居室,2671,243.49784453819063,141.98461053111674,2,2,2,25,29,东,朝阳区,False,我爱我家,https://example.com/listing/330,2025-12-11 20:56:45,2居,东,低价,大户型,高楼层
上海,优质2居室,2163,243.23037046902877,61.85956889148868,1,2,1,21,18,南,海淀区,False,链家,https://example.com/listing/331,2025-12-11 20:56:45,1居,南,低价,中等,高楼层
北京,优质1居室,10656,180.32401191353475,103.3756333470793,1,1,1,17,28,西南,浦东新区,True,个人,https://example.com/listing/332,2025-12-11 20:56:45,1居,西南,中低价,较大,中楼层
成都,优质3居室,13234,294.00345581980343,111.41999619511654,1,2,2,23,7,东,朝阳区,True,麦田房产,https://example.com/listing/333,2025-12-11 20:56:45,1居,东,中高价,较大,高楼层
深圳,优质3居室,6795,81.38755369066334,68.10596403091061,2,2,2,25,19,北,朝阳区,False,麦田房产,https://example.com/listing/334,2025-12-11 20:56:45,2居,北,中低价,中等,高楼层
上海,优质2居室,12634,54.23691622239525,131.7731082018756,1,1,2,11,23,西北,南山区,True,我爱我家,https://example.com/listing/335,2025-12-11 20:56:45,1居,西北,中高价,大户型,中楼层
北京,优质1居室,6798,242.539552939274,143.65937554802974,2,2,1,17,21,东南,海淀区,True,中原地产,https://example.com/listing/336,2025-12-11 20:56:45,2居,东南,中低价,大户型,高楼层
深圳,优质1居室,12749,251.78888434122064,136.18261412352052,2,1,2,26,34,南北,海淀区,False,个人,https://example.com/listing/337,2025-12-11 20:56:45,2居,南北,中高价,大户型,高楼层
成都,优质2居室,7827,80.05180728014406,118.6880371127247,4,2,2,14,7,西南,浦东新区,True,中原地产,https://example.com/listing/338,2025-12-11 20:56:45,四居及以上,西南,中低价,大户型,高楼层
深圳,优质3居室,6719,116.39570823965151,63.295761566994486,1,2,2,29,20,东,海淀区,True,麦田房产,https://example.com/listing/339,2025-12-11 20:56:45,1居,东,低价,中等,高楼层
北京,优质2居室,2593,54.38809084165723,63.79392505267581,4,1,2,20,18,西南,朝阳区,True,中原地产,https://example.com/listing/340,2025-12-11 20:56:45,四居及以上,西南,低价,中等,高楼层
深圳,优质3居室,9394,123.32715269514118,145.60323845352457,3,1,1,19,16,西南,海淀区,True,链家,https://example.com/listing/341,2025-12-11 20:56:45,3居,西南,中低价,大户型,高楼层
广州,优质1居室,16056,243.28546847966788,31.234139512283043,3,2,1,21,32,西南,海淀区,True,个人,https://example.com/listing/342,2025-12-11 20:56:45,3居,西南,高价,小户型,中楼层
深圳,优质3居室,12636,179.49013192814473,115.92599678905734,3,2,2,7,16,西北,武侯区,False,中原地产,https://example.com/listing/343,2025-12-11 20:56:45,3居,西北,中高价,较大,中楼层
上海,优质2居室,2016,137.02389829207203,114.74953950663146,2,1,1,24,33,西南,朝阳区,True,链家,https://example.com/listing/344,2025-12-11 20:56:45,2居,西南,低价,较大,高楼层
上海,优质1居室,5191,142.93482372658258,104.72274491397569,2,2,1,13,15,东南,天府新区,False,我爱我家,https://example.com/listing/345,2025-12-11 20:56:45,2居,东南,低价,较大,高楼层
广州,优质2居室,2392,50.33840642886704,148.8130615304239,2,2,1,18,21,南,海淀区,False,中原地产,https://example.com/listing/346,2025-12-11 20:56:45,2居,南,低价,大户型,高楼层
北京,优质2居室,8272,124.95013189130897,67.42553229164703,1,2,2,23,12,北,海淀区,False,个人,https://example.com/listing/347,2025-12-11 20:56:45,1居,北,中低价,中等,高楼层
上海,优质3居室,18955,211.61468540948263,70.79662365518979,4,2,1,14,21,东南,南山区,True,链家,https://example.com/listing/348,2025-12-11 20:56:45,四居及以上,东南,高价,中等,中楼层
成都,优质2居室,5631,293.54861095408927,39.47272835358667,2,1,1,1,25,北,海淀区,False,中原地产,https://example.com/listing/349,2025-12-11 20:56:45,2居,北,低价,小户型,低楼层
上海,优质3居室,8172,261.76520674597487,83.13577638524849,4,1,1,7,29,南,海淀区,True,我爱我家,https://example.com/listing/350,2025-12-11 20:56:45,四居及以上,南,中低价,中等,低楼层
上海,优质1居室,11312,55.89874116138228,61.32582314818177,4,1,2,8,27,东北,武侯区,True,中原地产,https://example.com/listing/351,2025-12-11 20:56:45,四居及以上,东北,中高价,中等,低楼层
北京,优质3居室,10906,274.64015116870985,71.2064042613173,4,1,2,18,24,南,朝阳区,False,链家,https://example.com/listing/352,2025-12-11 20:56:45,四居及以上,南,中低价,中等,高楼层
深圳,优质1居室,19159,245.7996033246565,130.1486148306753,1,1,1,9,15,东,浦东新区,True,中原地产,https://example.com/listing/353,2025-12-11 20:56:45,1居,东,高价,大户型,中楼层
上海,优质3居室,18462,245.0940308927451,142.25814162329948,1,1,1,1,29,东南,朝阳区,False,个人,https://example.com/listing/354,2025-12-11 20:56:45,1居,东南,高价,大户型,低楼层
广州,优质2居室,10080,164.49893975089287,52.287968640622275,3,2,2,29,29,东,南山区,True,麦田房产,https://example.com/listing/355,2025-12-11 20:56:45,3居,东,中低价,小户型,高楼层
深圳,优质3居室,9099,149.5013232386257,74.7010717864159,3,1,2,22,6,东,朝阳区,False,链家,https://example.com/listing/356,2025-12-11 20:56:45,3居,东,中低价,中等,高楼层
成都,优质3居室,16916,125.72893220829816,141.4356674538473,4,2,1,17,14,东,海淀区,True,链家,https://example.com/listing/357,2025-12-11 20:56:45,四居及以上,东,高价,大户型,高楼层
北京,优质1居室,9083,66.42371473859144,37.417015282706714,3,2,1,19,14,西南,南山区,False,链家,https://example.com/listing/358,2025-12-11 20:56:45,3居,西南,中低价,小户型,高楼层
成都,优质2居室,11223,107.05884087342477,41.083263373365426,4,2,2,27,15,南北,朝阳区,True,链家,https://example.com/listing/359,2025-12-11 20:56:45,四居及以上,南北,中高价,小户型,高楼层
深圳,优质3居室,6940,111.65090874450615,49.534918704747525,1,1,2,6,32,东,南山区,True,中原地产,https://example.com/listing/360,2025-12-11 20:56:45,1居,东,中低价,小户型,低楼层
深圳,优质2居室,5456,171.0192674275504,101.42554009522497,1,2,1,3,10,东南,浦东新区,True,个人,https://example.com/listing/361,2025-12-11 20:56:45,1居,东南,低价,较大,低楼层
深圳,优质3居室,9788,236.8611016491735,48.0566725207197,1,1,2,24,8,南北,朝阳区,True,我爱我家,https://example.com/listing/362,2025-12-11 20:56:45,1居,南北,中低价,小户型,高楼层
成都,优质3居室,4711,168.45245709948665,146.16916577408801,2,2,1,5,28,南北,天府新区,True,个人,https://example.com/listing/363,2025-12-11 20:56:45,2居,南北,低价,大户型,低楼层
深圳,优质2居室,13280,64.46111236179016,83.60574327102245,4,2,1,2,16,东,海淀区,True,链家,https://example.com/listing/364,2025-12-11 20:56:45,四居及以上,东,中高价,中等,低楼层
成都,优质3居室,18531,289.44745024705094,90.18215524201997,1,1,1,20,15,西北,南山区,True,中原地产,https://example.com/listing/365,2025-12-11 20:56:45,1居,西北,高价,较大,高楼层
深圳,优质2居室,14089,285.68107977352804,59.59903389664878,4,2,2,25,27,东,天府新区,True,中原地产,https://example.com/listing/366,2025-12-11 20:56:45,四居及以上,东,中高价,中等,高楼层
广州,优质3居室,12142,246.2973857871021,86.51523029216801,3,2,1,4,27,西北,天府新区,True,链家,https://example.com/listing/367,2025-12-11 20:56:45,3居,西北,中高价,中等,低楼层
深圳,优质1居室,18749,297.83197539105515,109.42963591644138,3,2,1,10,31,东,武侯区,False,中原地产,https://example.com/listing/368,2025-12-11 20:56:45,3居,东,高价,较大,中楼层
成都,优质2居室,17587,186.12058320006574,120.14125643448513,1,2,2,10,30,东南,南山区,False,链家,https://example.com/listing/369,2025-12-11 20:56:45,1居,东南,高价,大户型,中楼层
上海,优质3居室,11866,290.6920875633015,120.46416992518957,4,1,2,24,29,西北,天府新区,False,个人,https://example.com/listing/370,2025-12-11 20:56:45,四居及以上,西北,中高价,大户型,高楼层
深圳,优质3居室,6531,68.9012601541877,99.3469335232906,1,2,1,21,17,西南,武侯区,False,麦田房产,https://example.com/listing/371,2025-12-11 20:56:45,1居,西南,低价,较大,高楼层
上海,优质1居室,14686,141.42018706534282,138.52317299926287,3,2,1,11,9,南北,天府新区,True,中原地产,https://example.com/listing/372,2025-12-11 20:56:45,3居,南北,中高价,大户型,高楼层
广州,优质2居室,7330,106.34531700169146,128.08894167673313,1,1,2,27,10,东,海淀区,True,链家,https://example.com/listing/373,2025-12-11 20:56:45,1居,东,中低价,大户型,高楼层
北京,优质3居室,7510,98.95827103356751,120.84577376383506,4,2,2,16,5,南北,浦东新区,True,链家,https://example.com/listing/374,2025-12-11 20:56:45,四居及以上,南北,中低价,大户型,高楼层
广州,优质1居室,10964,85.20073722316903,36.672662601655276,3,2,2,26,10,东,武侯区,False,中原地产,https://example.com/listing/375,2025-12-11 20:56:45,3居,东,中低价,小户型,高楼层
深圳,优质3居室,8493,205.60341039149915,30.82535546635792,2,2,1,29,22,西,浦东新区,False,我爱我家,https://example.com/listing/376,2025-12-11 20:56:45,2居,西,中低价,小户型,高楼层
上海,优质2居室,12759,245.33046393682628,55.493673263456756,3,2,1,29,26,东,南山区,True,链家,https://example.com/listing/377,2025-12-11 20:56:45,3居,东,中高价,小户型,高楼层
上海,优质3居室,7439,194.57459985509016,109.62283126961427,2,1,1,17,13,西,海淀区,True,中原地产,https://example.com/listing/378,2025-12-11 20:56:45,2居,西,中低价,较大,高楼层
